iteration,v1_log,alpha_log,status,
1,0.3037208130436473,-0.002063836968121456,
10,-1.822338298799976,0.1612679610730181,
20,-1.8818153843799248,0.21722561248559638,
30,-2.0218792837343047,0.29957718719819326,
40,-2.476365451410376,0.5645223661176545,
50,-2.486207306545485,0.6575305427132676,
60,-2.7619673081133076,0.8204753830136966,
70,-2.771765316741312,0.8575735659176299,
80,-2.771765316741312,0.8575735659176299,
90,-2.771765316741312,0.8575735659176299,
100,-2.771765316741312,0.8575735659176299,
110,-2.7682380093195533,0.8462775911822362,
120,-2.7682380093195533,0.8462775911822362,
130,-2.7682380093195533,0.8462775911822362,
140,-2.7682380093195533,0.8462775911822362,
150,-2.7682380093195533,0.8462775911822362,
160,-2.7682380093195533,0.8462775911822362,
170,-2.7682380093195533,0.8462775911822362,
180,-2.7682380093195533,0.8462775911822362,
190,-2.7682380093195533,0.8462775911822362,
200,-2.7682380093195533,0.8462775911822362,
