1.072197413348382034e+00,1.109069175301638094e-01
-1.288041138256893925e+00,1.095319094903795393e-01
-1.288041138256893925e+00,1.095319094903795393e-01
-1.603049586011296324e+00,1.549495017526561214e-01
-1.966059400731883455e+00,1.883528299077677493e-01
-1.966059400731883455e+00,1.883528299077677493e-01
-1.950490696685681202e+00,3.238985411470546305e-01
-1.950490696685681202e+00,3.238985411470546305e-01
-5.538073902668466886e+00,3.125321745084182479e-01
-5.538073902668466886e+00,3.125321745084182479e-01
-5.538073902668466886e+00,3.125321745084182479e-01
-5.255568941189121546e+00,2.960099864465584596e-01
-5.165804285085521030e+00,3.646703610804526430e-01
-5.454258549120384103e+00,2.580684834184149845e-01
-5.280296790945906871e+00,2.307419836613797404e-01
-5.280296790945906871e+00,2.307419836613797404e-01
-5.107430392786514339e+00,2.530887371934380514e-01
-4.880988181238399726e+00,2.688567501304598428e-01
-4.880988181238399726e+00,2.688567501304598428e-01
-4.880988181238399726e+00,2.688567501304598428e-01
-4.880988181238399726e+00,2.688567501304598428e-01
-4.717388538400742348e+00,2.703097439667215829e-01
-4.717388538400742348e+00,2.703097439667215829e-01
-4.717388538400742348e+00,2.703097439667215829e-01
-4.717388538400742348e+00,2.703097439667215829e-01
-4.717388538400742348e+00,2.703097439667215829e-01
-4.717388538400742348e+00,2.703097439667215829e-01
-4.717388538400742348e+00,2.703097439667215829e-01
-5.180703925572624158e+00,3.665462378253419029e-01
-5.108735059475093543e+00,4.413479043405436064e-01
-5.108735059475093543e+00,4.413479043405436064e-01
-5.103069377930217421e+00,4.701353552828234639e-01
-5.103069377930217421e+00,4.701353552828234639e-01
-5.103069377930217421e+00,4.701353552828234639e-01
-5.103069377930217421e+00,4.701353552828234639e-01
-5.103069377930217421e+00,4.701353552828234639e-01
-5.103069377930217421e+00,4.701353552828234639e-01
-5.103069377930217421e+00,4.701353552828234639e-01
-5.103069377930217421e+00,4.701353552828234639e-01
-5.103069377930217421e+00,4.701353552828234639e-01
-5.103069377930217421e+00,4.701353552828234639e-01
