iteration,lambda1,lambda2,accepted,delayed_rejection,acceptance_rate
1,0.4121231936811167,-0.15999538869998683,Invalid,No DR,0.0
2,0.4121231936811167,-0.15999538869998683,Invalid,No DR,0.0
3,-0.7219629084613164,-0.12497447835864733,Invalid,No DR,0.0
4,-1.148678778226554,-0.22643962815346816,Invalid,No DR,0.0
5,-2.3124303425510058,-0.1568067674638703,Invalid,No DR,0.0
6,-1.5416061813458624,-0.24027651135286676,Invalid,No DR,0.0
7,-0.7838072641794829,-0.379025673520341,Invalid,No DR,0.0
8,-0.4199659076598314,-0.36642027227138974,Invalid,No DR,0.0
9,-1.1422175982488747,-0.18925551724116177,Invalid,No DR,0.0
10,-0.6556489735524429,-0.17305065661210017,Invalid,No DR,0.0
11,-2.015349179826842,-0.08805703607625943,Invalid,No DR,0.0
12,-3.253515133284518,-0.05697572898519389,Invalid,No DR,0.0
13,-3.2954800632821213,-0.0428178532834458,Invalid,No DR,0.0
14,-3.2954800632821213,-0.0428178532834458,Invalid,No DR,0.0
15,-3.807144323639213,-0.299741917393776,Invalid,No DR,0.0
16,-3.250394893353192,-0.5886439489939974,Invalid,No DR,0.0
17,-3.535322096706516,-0.5599822840706692,Invalid,No DR,0.0
18,-3.1994414509756393,-0.5422386973051733,Invalid,No DR,0.0
19,-3.305084083650973,-0.369698974476511,Invalid,No DR,0.0
20,-4.290292886416129,-0.3985899699720744,Invalid,No DR,0.0
21,-0.7166360306546173,-0.5822629583718927,Invalid,No DR,0.0
22,-2.1926861345138047,-0.4522818631231432,Invalid,No DR,0.0
23,-4.30825903079613,-0.41933483983561676,Invalid,No DR,0.0
24,-1.555634726064247,-0.14759149543810096,Invalid,No DR,0.0
25,-4.907091367688774,-0.41135472731369693,Invalid,No DR,0.0
26,-8.628380247503644,-0.9047568582386444,Invalid,No DR,0.0
27,-14.821007284624095,-1.4435834985009648,Invalid,No DR,0.0
28,-11.391108686845069,-1.3376095422075223,Invalid,No DR,0.0
29,-8.946024660371002,-0.9969043604096741,Invalid,No DR,0.0
30,-10.065745493762467,-1.370863346981753,Invalid,No DR,0.0
31,-6.3353633005916095,-0.7020700108091285,Invalid,No DR,0.0
32,-5.316365719498807,-0.23568051819595065,Invalid,No DR,0.0
33,-5.316365719498807,-0.23568051819595065,Invalid,No DR,0.0
34,-1.1105711195749972,-0.00602206238199407,Invalid,No DR,0.0
35,-1.1105711195749972,-0.00602206238199407,Invalid,No DR,0.0
36,-9.45837893381644,-0.9679407398739831,Invalid,No DR,0.0
37,-12.393562892730003,-0.9026574203195431,Invalid,No DR,0.0
38,-19.72865055192836,-1.934423727266294,Invalid,No DR,0.0
39,-11.832092371994644,-1.3200922809326618,Invalid,No DR,0.0
40,-17.720949283153086,-1.6656808596483852,Invalid,No DR,0.0
41,-7.97828359601642,-0.32222472052516116,Invalid,No DR,0.0
42,-17.201499189027704,-1.732181335571286,Invalid,No DR,0.0
43,-39.651550314717994,-4.171839327436256,Invalid,No DR,0.0
44,-48.7907749869417,-4.515119201607941,Invalid,No DR,0.0
45,-54.10925531085221,-5.04431343432505,Invalid,No DR,0.0
46,-41.30995850670189,-3.596503568831582,Invalid,No DR,0.0
47,-37.29895027608633,-3.5825892395746513,Invalid,No DR,0.0
48,-37.49282367800003,-4.121227883855299,Invalid,No DR,0.0
49,-21.263957316205357,-2.965764038839284,Invalid,No DR,0.0
50,-33.81186893941496,-4.1247677441858475,Invalid,No DR,0.0
51,-53.22516903721313,-5.26846722206791,Invalid,No DR,0.0
52,-35.72649032040802,-2.821285040690044,Invalid,No DR,0.0
53,-59.16763700295475,-4.744241539117426,Invalid,No DR,0.0
54,-51.78022508434885,-3.7312810260982925,Invalid,No DR,0.0
55,-82.8464519972892,-6.650773430128451,Invalid,No DR,0.0
56,-68.7747665612072,-4.001754804608513,Invalid,No DR,0.0
57,-71.59628808885282,-4.140489643318738,Invalid,No DR,0.0
58,-70.14647914090934,-3.8599510236457037,Invalid,No DR,0.0
59,-83.39483141688369,-4.134023220653575,Invalid,No DR,0.0
60,-84.09882651770597,-4.189453517150417,Invalid,No DR,0.0
61,-108.42906521651483,-5.637089133037414,Invalid,No DR,0.0
62,-53.01579683005391,-1.6966488161683326,Invalid,No DR,0.0
70,-6.481601849736061,0.5723996898482423,T,No DR,0.1143
80,3.0540659787041626,1.4767790235604812,T,No DR,0.2250
90,3.0540659787041626,1.4767790235604812,T,No DR,0.3111
100,-6.741568004073297,0.3337368015496327,T,No DR,0.3800
110,-6.422084883663546,1.2399415660541897,T,No DR,0.4364
120,0.6230722580959762,3.609137478606908,T,No DR,0.4833
130,1.8684019814914945,3.415280298450873,T,No DR,0.5231
140,1.8684019814914945,3.415280298450873,T,No DR,0.5571
150,1.8684019814914945,3.415280298450873,T,No DR,0.5867
160,1.8684019814914945,3.415280298450873,T,No DR,0.6125
170,1.6087175415762272,4.173311389779764,T,No DR,0.6353
180,0.044997241616483,4.119509536455432,T,No DR,0.6556
190,0.044997241616483,4.119509536455432,T,No DR,0.6737
200,0.044997241616483,4.119509536455432,T,No DR,0.6900
