1.047137014006705114e+00,1.047305275313331396e+00,1.096672118745072089e+00
1.613678781910441229e+00,2.248975187428982725e+00,3.629123540997206909e+00
1.613678781910441229e+00,2.248975187428982725e+00,3.629123540997206909e+00
1.877623599423504430e+00,4.836172421041731617e+00,9.080511468629060445e+00
1.877623599423504430e+00,4.836172421041731617e+00,9.080511468629060445e+00
1.877623599423504430e+00,4.836172421041731617e+00,9.080511468629060445e+00
1.536317443496866275e+00,1.717694410143077022e+01,2.638923884899869776e+01
1.527804156848564077e+00,2.817349681054238886e+01,4.304358554010642024e+01
1.527804156848564077e+00,2.817349681054238886e+01,4.304358554010642024e+01
1.527804156848564077e+00,2.817349681054238886e+01,4.304358554010642024e+01
3.162039302032499943e+00,1.839273537447585127e+01,5.815855212597609381e+01
3.162039302032499943e+00,1.839273537447585127e+01,5.815855212597609381e+01
3.162039302032499943e+00,1.839273537447585127e+01,5.815855212597609381e+01
7.688035994429783138e+00,1.507411383967712482e+01,1.158903297835698822e+02
1.742559385133855443e+01,1.295118535476203014e+01,2.256820958854871719e+02
1.497673014828965421e+01,1.642563029116697848e+01,2.460022323863802569e+02
1.497673014828965421e+01,1.642563029116697848e+01,2.460022323863802569e+02
6.173347266061759875e+00,2.740214295726387661e+01,1.691629443094584531e+02
6.173347266061759875e+00,2.740214295726387661e+01,1.691629443094584531e+02
6.173347266061759875e+00,2.740214295726387661e+01,1.691629443094584531e+02
6.173347266061759875e+00,2.740214295726387661e+01,1.691629443094584531e+02
4.656642232665433312e+01,3.926991198311577591e+01,1.828659306136313035e+03
4.656642232665433312e+01,3.926991198311577591e+01,1.828659306136313035e+03
4.656642232665433312e+01,3.926991198311577591e+01,1.828659306136313035e+03
4.656642232665433312e+01,3.926991198311577591e+01,1.828659306136313035e+03
4.656642232665433312e+01,3.926991198311577591e+01,1.828659306136313035e+03
5.096674167114174026e+01,7.926536974130900148e+01,4.039897623072831266e+03
5.096674167114174026e+01,7.926536974130900148e+01,4.039897623072831266e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
7.745502882435253866e+01,8.841342884264071245e+01,6.848064679466578127e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
8.370093434040146008e+01,7.576323863507694512e+01,6.341453862410742659e+03
