iteration,lambda1,lambda2,accepted,delayed_rejection
10,1.3278241905655501,0.12133512687599672,T,No DR
20,1.510278886363463,0.019847648325712716,T,No DR
30,1.510278886363463,0.019847648325712716,T,No DR
