iteration,lambda1,lambda2,accepted
10,0.3037208130436473,-0.002063836968121456,T
20,1.3706827266103299,-0.011602256649841262,T
30,1.6766954303801467,-0.034262889564314565,T
40,1.6766954303801467,-0.034262889564314565,T
50,1.6766954303801467,-0.034262889564314565,T
60,1.6766954303801467,-0.034262889564314565,T
70,1.6766954303801467,-0.034262889564314565,T
80,1.6766954303801467,-0.034262889564314565,T
