iteration,lambda1,lambda2,accepted
10,-1.4612298521635223,0.1034623057216444,T
20,-1.5171783410710418,0.14985581759516248,T
30,-2.0536978197739963,0.2633895246901352,T
40,-5.345169459120169,0.27531986248289636,T
50,-5.100437909533367,0.6729756267157507,T
60,-5.526325722708784,0.8902659435262443,T
70,-5.861391823454281,0.9798880457895719,T
80,-5.783254431792569,0.9224697081843701,T
90,-6.636990860321909,0.7410093225771631,T
100,-5.1099325533222135,0.5671891375156621,T
