iteration,lambda1,lambda2,accepted
10,-2.3628732684991713,0.5335497308573995,T
20,-2.3777116305233807,0.5173489367478202,T
30,-2.3777116305233807,0.5173489367478202,T
40,-2.421196435628614,0.5583022000887341,T
