iteration,lambda1,lambda2,accepted
10,1.2462936592853138,0.016697998916639534,T
20,1.4311093249905278,0.03972782042343767,T
30,1.6143453521542304,0.005820517451330113,T
40,1.634221424066226,0.0025336969347197077,T
