-8.464447707255859932e-01,7.203063693334759154e-01
-8.464447707255859932e-01,7.203063693334759154e-01
-8.841398705351233289e-02,7.197488546011928667e-01
-8.841398705351233289e-02,7.197488546011928667e-01
-8.841398705351233289e-02,7.197488546011928667e-01
-8.145804458591768826e-01,3.159313295631447360e-01
-8.145804458591768826e-01,3.159313295631447360e-01
-8.145804458591768826e-01,3.159313295631447360e-01
-8.841344889095431592e-01,1.474192553597090671e-01
-8.841344889095431592e-01,1.474192553597090671e-01
-8.841344889095431592e-01,1.474192553597090671e-01
-8.841344889095431592e-01,1.474192553597090671e-01
-8.841344889095431592e-01,1.474192553597090671e-01
-8.841344889095431592e-01,1.474192553597090671e-01
-8.841344889095431592e-01,1.474192553597090671e-01
-8.841344889095431592e-01,1.474192553597090671e-01
-8.841344889095431592e-01,1.474192553597090671e-01
-8.841344889095431592e-01,1.474192553597090671e-01
-8.841344889095431592e-01,1.474192553597090671e-01
-8.841344889095431592e-01,1.474192553597090671e-01
-8.841344889095431592e-01,1.474192553597090671e-01
-1.253819845147678746e+00,8.231193081491862407e-02
-1.253819845147678746e+00,8.231193081491862407e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.443566257674857578e+00,9.586994664711234737e-02
-1.514229309844076887e+00,1.126335586929181759e-01
-1.514229309844076887e+00,1.126335586929181759e-01
-1.514229309844076887e+00,1.126335586929181759e-01
-1.514229309844076887e+00,1.126335586929181759e-01
-1.514229309844076887e+00,1.126335586929181759e-01
-1.536226218399628030e+00,1.285017155660421184e-01
-1.536226218399628030e+00,1.285017155660421184e-01
-1.536226218399628030e+00,1.285017155660421184e-01
-1.815414418260044682e+00,2.071083971505872645e-01
-1.815414418260044682e+00,2.071083971505872645e-01
-1.815414418260044682e+00,2.071083971505872645e-01
-1.815414418260044682e+00,2.071083971505872645e-01
-1.815414418260044682e+00,2.071083971505872645e-01
-1.815414418260044682e+00,2.071083971505872645e-01
-2.014813161288365517e+00,3.986192218236205287e-01
-2.014813161288365517e+00,3.986192218236205287e-01
