iteration,v1_log,alpha_log,status,
10,-1.241797663530979,0.11788985522944498,
20,-1.9202630225843615,0.24042985960147617,
30,-1.9752917404848196,0.2507701998868999,
40,-2.0504390761586704,0.28969568731076734,
50,-2.188659711048839,0.3421875347433971,
60,-2.188659711048839,0.3421875347433971,
70,-2.186708583238258,0.36215574178375215,
80,-2.3188331408252276,0.4585706611786635,
90,-2.447558703933859,0.5815523711362034,
100,-2.530075322243928,0.626846079818118,
110,-2.530075322243928,0.626846079818118,
120,-2.573444138848939,0.6620901741036115,
130,-2.573444138848939,0.6620901741036115,
140,-2.5837152728908435,0.6705858754280453,
150,-2.5837152728908435,0.6705858754280453,
160,-2.5837152728908435,0.6705858754280453,
170,-2.610601579020439,0.7170672198334948,
180,-2.6593487795927206,0.7400099626382219,
190,-2.801576390016214,0.8533566523226388,
200,-2.8870596505011763,0.9564499259232915,
